,Unnamed: 0,speech,word_count,sentence_count,average_words,average_syl_per_word,flesch_kincaid_score,flesch_kincaid_grade_level,total_gendered_terms,female_gendered_terms,male_gendered_terms,terms_of_equality,terms_for_race,terms_for_religion,political_party,president,time_period,year
152,152,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_026.txt' mode='rt' encoding='cp1252'>,2163,107,21.186915887850468,1.5127138233934352,57.3546909147472,10.522920312304217,9,3,6,0,2,1,9.0,clinton,10.0,1997
153,153,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_027.txt' mode='rt' encoding='cp1252'>,6766,353,19.89801699716714,1.5334023056458763,56.91267769023421,10.26437383551653,23,9,14,0,3,2,9.0,clinton,10.0,1997
154,154,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_028.txt' mode='rt' encoding='cp1252'>,1236,62,20.677419354838708,1.419093851132686,65.79207954901351,9.219500991752792,2,1,1,0,0,1,9.0,clinton,10.0,1997
155,155,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_029.txt' mode='rt' encoding='cp1252'>,955,54,18.35185185185185,1.4534031413612565,65.2499646112081,8.717379290285049,1,1,0,0,0,0,9.0,clinton,10.0,1998
156,156,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_030.txt' mode='rt' encoding='cp1252'>,7350,370,20.62162162162162,1.5438095238095235,55.297768339768375,10.669384813384813,23,10,13,1,6,1,9.0,clinton,10.0,1998
157,157,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_031.txt' mode='rt' encoding='cp1252'>,1677,114,15.491228070175438,1.588550983899821,56.71999027084706,9.196480557386312,7,1,6,1,1,1,9.0,clinton,10.0,1998
158,158,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_032.txt' mode='rt' encoding='cp1252'>,2257,98,23.70408163265306,1.5179441736818786,54.35728004937025,11.566333086180865,4,2,2,0,3,4,9.0,clinton,10.0,1998
159,159,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_033.txt' mode='rt' encoding='cp1252'>,555,37,15.675675675675675,1.5729729729729733,57.85067567567572,9.084594594594595,1,0,1,0,0,0,9.0,clinton,10.0,1998
160,160,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_034.txt' mode='rt' encoding='cp1252'>,1915,99,20.05050505050505,1.5577023498694518,54.702118574781764,10.610584698156499,12,1,11,0,1,2,9.0,clinton,10.0,1999
161,161,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_035.txt' mode='rt' encoding='cp1252'>,1682,81,21.444444444444443,1.5731272294887042,51.982325274144564,11.336234641300043,13,3,10,0,3,1,9.0,clinton,10.0,1999
162,162,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_036.txt' mode='rt' encoding='cp1252'>,7525,400,19.495,1.5609302325581396,54.99287732558139,10.432026744186047,29,20,9,3,12,0,9.0,clinton,10.0,1999
163,163,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_037.txt' mode='rt' encoding='cp1252'>,9135,504,18.859126984126984,1.5243568691844551,58.732394978106186,9.752470580186095,46,8,38,4,16,3,9.0,clinton,11.0,2000
164,164,<_io.TextIOWrapper name='corpus/clinton/clinton_speeches_038.txt' mode='rt' encoding='cp1252'>,1119,56,20.607142857142858,1.5853440571939232,51.79864276139412,11.153845589174008,3,0,3,1,0,2,9.0,clinton,11.0,2001
165,165,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_000.txt' mode='rt' encoding='cp1252'>,6708,370,18.84864864864865,1.7054263565891472,43.42455185417978,11.885003980724909,29,1,28,0,0,0,8.0,coolidge,7.0,1923
166,166,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_001.txt' mode='rt' encoding='cp1252'>,2416,103,24.291262135922327,1.6312086092715232,44.179120587668,13.131853822413685,7,0,7,0,2,3,8.0,coolidge,7.0,1925
167,167,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_002.txt' mode='rt' encoding='cp1252'>,6316,269,24.312267657992567,1.628245725142495,44.408459980082455,13.105083943298546,243,0,243,1,3,1,8.0,coolidge,7.0,1925
168,168,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_003.txt' mode='rt' encoding='cp1252'>,4060,197,21.482233502538076,1.6327586206896552,46.89915368457907,12.054622790127786,13,7,6,2,2,0,8.0,coolidge,7.0,1925
169,169,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_004.txt' mode='rt' encoding='cp1252'>,6973,280,25.892857142857146,1.7052918399541086,36.28606033988242,14.630657997172772,9,0,9,2,5,0,8.0,coolidge,7.0,1924
170,170,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_005.txt' mode='rt' encoding='cp1252'>,4435,207,22.256038647342997,1.6229988726042843,46.93941615062445,12.24124176919432,31,0,31,4,0,2,8.0,coolidge,7.0,1926
171,171,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_006.txt' mode='rt' encoding='cp1252'>,4777,199,24.77386934673367,1.6357546577349802,43.304678568686,13.373714006498899,260,3,257,2,2,2,8.0,coolidge,7.0,1927
172,172,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_007.txt' mode='rt' encoding='cp1252'>,10303,450,23.88888888888889,1.6907696787343491,39.54866295685184,13.677748875731984,27,0,27,6,4,0,8.0,coolidge,7.0,1926
173,173,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_008.txt' mode='rt' encoding='cp1252'>,10849,494,22.955465587044536,1.6989584293483269,39.80331930628137,13.410341045257628,11,0,11,3,7,0,8.0,coolidge,7.0,1925
174,174,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_009.txt' mode='rt' encoding='cp1252'>,1057,54,20.37037037037037,1.6442762535477766,47.05330302393219,11.756904236308213,19,0,19,0,3,0,8.0,coolidge,7.0,1927
175,175,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_010.txt' mode='rt' encoding='cp1252'>,8782,455,20.29450549450549,1.6989296287861535,42.506630327768335,12.372226762533753,26,2,24,1,7,0,8.0,coolidge,7.0,1927
176,176,<_io.TextIOWrapper name='corpus/coolidge/coolidge_speeches_011.txt' mode='rt' encoding='cp1252'>,8052,388,21.744845360824737,1.7260307998012916,38.741776295573636,13.25765312837689,15,4,11,2,10,1,8.0,coolidge,7.0,1928
177,177,<_io.TextIOWrapper name='corpus/eisenhower/eisenhower_speeches_000.txt' mode='rt' encoding='cp1252'>,1834,85,22.54117647058824,1.6946564885496185,40.58776695105527,13.19800538841491,5,1,4,1,0,0,8.0,eisenhower,9.0,1961
178,178,<_io.TextIOWrapper name='corpus/eisenhower/eisenhower_speeches_001.txt' mode='rt' encoding='cp1252'>,2451,127,19.874015748031496,1.5312117503059977,57.12235993986064,10.22916479534306,9,0,9,3,2,1,8.0,eisenhower,8.0,1953
179,179,<_io.TextIOWrapper name='corpus/eisenhower/eisenhower_speeches_002.txt' mode='rt' encoding='cp1252'>,2918,148,20.0,1.5089102124742977,58.88119602467447,10.015140507196712,5,0,5,2,6,1,8.0,eisenhower,8.0,1953
180,180,<_io.TextIOWrapper name='corpus/eisenhower/eisenhower_speeches_003.txt' mode='rt' encoding='cp1252'>,3086,119,26.218487394957986,1.6416072585871682,41.34326121764325,14.006175735362197,7,0,7,0,3,0,8.0,eisenhower,8.0,1953
181,181,<_io.TextIOWrapper name='corpus/eisenhower/eisenhower_speeches_004.txt' mode='rt' encoding='cp1252'>,4393,185,24.23243243243243,1.5948099248804917,47.3181614361915,12.679405762238453,37,2,35,5,1,0,8.0,eisenhower,8.0,1956
182,182,<_io.TextIOWrapper name='corpus/eisenhower/eisenhower_speeches_005.txt' mode='rt' encoding='cp1252'>,3432,163,21.650306748466253,1.6955128205128205,41.41955403492216,12.860670913953125,2,2,0,1,1,1,8.0,eisenhower,8.0,1957
183,183,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_000.txt' mode='rt' encoding='cp1252'>,6110,266,23.515037593984967,1.5461538461538462,52.16262145748991,11.825480046269524,16,2,14,2,5,2,7.0,fdroosevelt,8.0,1945
184,184,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_001.txt' mode='rt' encoding='cp1252'>,1813,73,25.52054794520548,1.5096525096525095,53.215041519014136,12.176913312529752,0,0,0,0,0,0,7.0,fdroosevelt,7.0,1933
185,185,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_002.txt' mode='rt' encoding='cp1252'>,1907,88,22.352272727272727,1.5957000524383849,49.15121874553086,11.956646982409305,6,1,5,0,0,0,7.0,fdroosevelt,7.0,1933
186,186,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_003.txt' mode='rt' encoding='cp1252'>,2968,116,26.318965517241377,1.5754716981132075,46.83634433962266,13.264962589459989,4,0,4,0,0,0,7.0,fdroosevelt,7.0,1933
187,187,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_004.txt' mode='rt' encoding='cp1252'>,2990,122,25.22131147540984,1.4986622073578597,54.44854610998412,11.930525522232578,11,1,10,0,2,0,7.0,fdroosevelt,7.0,1933
188,188,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_005.txt' mode='rt' encoding='cp1252'>,2727,124,22.693548387096772,1.5108177484415108,55.98586686894498,11.088133302577571,2,0,2,0,0,0,7.0,fdroosevelt,7.0,1933
189,189,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_006.txt' mode='rt' encoding='cp1252'>,2538,101,25.831683168316825,1.6044129235618598,44.88250825082511,13.41642893367351,5,2,3,2,3,0,7.0,fdroosevelt,7.0,1934
190,190,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_007.txt' mode='rt' encoding='cp1252'>,3165,118,27.55084745762712,1.6606635071090048,38.378757129086665,14.750659892360833,17,7,10,0,3,0,7.0,fdroosevelt,7.0,1934
191,191,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_008.txt' mode='rt' encoding='cp1252'>,3105,135,23.74814814814815,1.6370370370370366,44.23729629629631,12.988814814814816,7,2,5,0,1,1,7.0,fdroosevelt,7.0,1935
192,192,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_009.txt' mode='rt' encoding='cp1252'>,2008,106,19.537735849056602,1.5951195219123506,52.05708655942272,10.852127339697812,17,1,16,3,0,0,7.0,fdroosevelt,7.0,1936
193,193,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_010.txt' mode='rt' encoding='cp1252'>,3209,138,23.956521739130434,1.5394203801807416,52.2841662714919,11.918203964393625,13,3,10,0,1,0,7.0,fdroosevelt,7.0,1936
194,194,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_011.txt' mode='rt' encoding='cp1252'>,2475,121,20.975206611570247,1.5171717171717172,57.19243801652894,10.49295684113866,27,3,24,0,2,1,7.0,fdroosevelt,7.0,1936
195,195,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_012.txt' mode='rt' encoding='cp1252'>,1818,90,20.766666666666666,1.6056105610561056,49.92217986798681,11.455204620462048,11,3,8,0,0,0,7.0,fdroosevelt,7.0,1937
196,196,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_013.txt' mode='rt' encoding='cp1252'>,4064,169,24.56213017751479,1.5939960629921262,47.05237094068863,12.798384312537856,6,0,6,0,1,0,7.0,fdroosevelt,7.0,1937
197,197,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_014.txt' mode='rt' encoding='cp1252'>,1863,68,27.85294117647059,1.6430488459473966,39.5623323387326,14.660623441002812,2,2,0,1,0,1,7.0,fdroosevelt,7.0,1937
198,198,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_015.txt' mode='rt' encoding='cp1252'>,3278,130,25.723076923076924,1.5692495424039048,47.9675656357066,12.959144600366075,8,2,6,0,0,0,7.0,fdroosevelt,7.0,1937
199,199,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_016.txt' mode='rt' encoding='cp1252'>,1627,63,26.380952380952376,1.5802089735709897,46.372654169227616,13.345037316709108,2,1,1,0,0,0,7.0,fdroosevelt,7.0,1937
200,200,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_017.txt' mode='rt' encoding='cp1252'>,4617,205,23.136585365853662,1.5644357808100495,51.000098797128345,11.893610506241512,13,2,11,1,1,0,7.0,fdroosevelt,7.0,1938
201,201,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_018.txt' mode='rt' encoding='cp1252'>,1457,63,23.66666666666667,1.5895676046671243,48.33591397849464,12.39689773507207,39,9,30,0,2,0,7.0,fdroosevelt,7.0,1938
202,202,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_019.txt' mode='rt' encoding='cp1252'>,3553,124,29.161290322580644,1.6149732620320856,40.60955235466622,14.83958771778506,17,1,16,0,1,0,7.0,fdroosevelt,7.0,1938
